age,name,location,organization,position,org_key
56.0,郭建,深圳市,组织一处,主任,组织一
56.0,郭建,深圳市,组织二处,调研员,组织二
56.0,郭建,深圳市,机关,调研员,机关
56.0,郭建,深圳市,Blank,党委副书记,Blank
56.0,郭建,深圳市,分管领域和分管部门单位,Blank,分管领域和分管部门单位
42.0,郭跃华,深圳市,发展和改革委员会,党组成员;副主任,发展和改革
42.0,郭跃华,深圳市,发展和改革委员会综合处,处长,发展和改革综合
42.0,郭跃华,深圳市,发展和改革委员会服务业处,处长,发展和改革服务业
42.0,郭跃华,深圳市,龙岗区委员会,书记,
42.0,郭跃华,深圳市,青年联合会,主席,青年联合会
42.0,郭跃华,深圳市,政府办公厅综合处,副处长,政府办公厅综合
42.0,郭跃华,深圳市,政府办公厅综合处,主任科员,政府办公厅综合
49.0,郭驰,深圳市,深圳市财政局,党组成员;副局长,财政
49.0,郭驰,深圳市,分管办公室（审批综合处）,Blank,分管（审批综合）
49.0,郭驰,深圳市,经济建设处,Blank,经济建设
49.0,郭驰,深圳市,财政监督处,Blank,财政监督
49.0,郭驰,深圳市,政府采购监督管理办公室,Blank,政府采购监督管理
49.0,郭驰,深圳市,深圳市财政委员会,党组成员;副主任,财政
58.0,钟伟民,深圳市,深圳市交通运输局（市港务管理局）,党组成员;巡视员,交通运输（港务管理）
58.0,钟伟民,深圳市,局规划计划处,Blank,规划计划
58.0,钟伟民,深圳市,河湖工作处,Blank,河湖工作
58.0,钟伟民,深圳市,水旱灾害防御处,Blank,水旱灾害防御
58.0,钟伟民,深圳市,市水文水质中心,Blank,水文水质中心
58.0,钟伟民,深圳市,河道管理中心,Blank,河道管理中心
58.0,钟伟民,深圳市,铁岗·石岩水库管理处,Blank,铁岗·石岩水库管理
58.0,钟伟民,深圳市,公明供水调蓄工程管理处,Blank,公明供水调蓄工程管理
58.0,钟伟民,深圳市,茅洲河流域下沉督办协调组,Blank,茅洲河流域下沉督办协调组
58.0,钟伟民,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员,交通运输（港务管理）
58.0,钟伟民,深圳市,深圳市水务局,党组成员;副局长,水务
58.0,钟伟民,深圳市,深圳市水务局供水管理处,处长,水务供水管理
58.0,钟伟民,深圳市,深圳市水务局,局长助理,水务
58.0,钟伟民,深圳市,深圳市水务局水资源处,处长,水务水资源
58.0,钟伟民,深圳市,深圳市东江水源工程管理处,主任,东江水源工程管理
58.0,钟伟民,深圳市,深圳市排水管理处,处长,排水管理
58.0,钟伟民,深圳市,深圳市水务局水污染治理处,处长,水务水污染治理
58.0,钟伟民,深圳市,深圳市水务局,办公室主任,水务
58.0,钟伟民,深圳市,深圳市三防办,主任,三防办
57.0,钟晓鸿,深圳市,深圳市住房和建设局,副巡视员,住房和建设
57.0,钟晓鸿,深圳市,财务审计处,Blank,财务审计
57.0,钟晓鸿,深圳市,市建筑废弃物管理办公室,Blank,建筑废弃物管理
57.0,钟晓鸿,深圳市,市住房建设信息中心,Blank,住房建设信息中心
57.0,钟晓鸿,深圳市,深圳市环保局生态市建设办公室,主任,环保生态建设
57.0,钟晓鸿,深圳市,深圳市环保局规划处,处长,环保规划
57.0,钟晓鸿,深圳市,深圳市人居环境委员会秘书处,处长,人居环境秘书
45.0,钟海,深圳市,深圳市科技创新委员会,副主任;党组成员,科技创新
45.0,钟海,深圳市,盐田港国际资讯有限公司,董事;总经理,港国际资讯有限公司
45.0,钟海,深圳市,深圳市盐田港集团有限公司,董事会秘书处;总经理,港集团有限公司
45.0,钟海,深圳市,深圳市大铲湾港口投资发展有限公司,办公室主任,大铲湾港口投资发展有限公司
45.0,钟海,深圳市,深圳市盐田港集团有限公司,董事会秘书处;副主任,港集团有限公司
45.0,钟海,美国,美国佛罗里达大学,硕士研究生,美国佛罗里达大学
45.0,钟海,深圳市,深圳能源集团股份有限公司办公室,业务主办,能源集团股份有限公司
45.0,钟海,深圳市,信息技术中心,信息技术中心规划与架构经理;应用管理高级经理,信息技术中心
45.0,钟海,香港,香港科技大学工商管理专业,硕士研究生,香港科技大学工商管理专业
45.0,钟海,深圳市,深圳能源集团股份有限公司办公室,员工,能源集团股份有限公司
45.0,钟海,深圳市,深能集团妈湾电力公司月亮湾电厂企管部,计算机专工,深能集团妈湾电力公司月亮湾电厂企管部
45.0,钟海,深圳市,深能集团妈湾电力公司月亮湾电厂运行部,燃机岗;汽机岗;副值长,深能集团妈湾电力公司月亮湾电厂运行部
45.0,钟海,成都市,电子科技大学电气技术专业,本科生,电子科技大学电气技术专业
54.0,闵晓波,深圳市,福田区委组织部,副部长;正处级副部长,委组织部
54.0,闵晓波,深圳市,深圳市人力资源和社会保障局,;党组成员;副局长,人力资源和社会保障
54.0,闵晓波,深圳市,劳动关系处,Blank,劳动关系
54.0,闵晓波,深圳市,局审批服务处,Blank,审批服务
54.0,闵晓波,深圳市,信访处,Blank,信访
54.0,闵晓波,深圳市,执法监督处,Blank,执法监督
54.0,闵晓波,深圳市,局信息中心,Blank,信息中心
54.0,闵晓波,深圳市,福田区委组织部干部科,科长,委组织部科
54.0,闵晓波,深圳市,福田区委组织部干部监督室,副主任;主任,委组织部监督室
54.0,闵晓波,深圳市,深圳市福田区委组织部,办公室副主任,委组织部
48.0,陈强,深圳市,市轨道交通建设指挥部,办公室副主任,轨道交通建设指挥部
48.0,陈强,深圳市,轨道综合处;铁路拓展处,Blank,轨道综合;铁路拓展
48.0,陈强,深圳市,市政府办公厅城建处;第二秘书处,副处长,政府办公厅城建;第二秘书
48.0,陈强,深圳市,市轨道交通建设指挥部,办公室处长,轨道交通建设指挥部
50.0,陈文清,深圳市,深圳市委办公厅副处级,秘书,委办公厅副级
50.0,陈文清,深圳市,深圳市福田区人民法院,党组成员,人民法院
50.0,陈文清,深圳市,审判委员会,委员;副院长;正处级审判员,审判
50.0,陈文清,深圳市,深圳市福田区莲花街道,办事处主任,莲花街道
50.0,陈文清,深圳市,华富街道,党工委书记,华富街道
50.0,陈文清,深圳市,社会救助和社会事务处,Blank,社会救助和社会事务
50.0,陈文清,深圳市,基层政权建设和区划处,Blank,基层政权建设和划
50.0,陈文清,深圳市,执法监督处,Blank,执法监督
50.0,陈文清,深圳市,市救助管理站,Blank,救助管理站
50.0,陈文清,深圳市,市殡葬管理所,Blank,殡葬管理所
50.0,陈文清,深圳市,分管领域和分管部门单位,Blank,分管领域和分管部门单位
49.0,陈秋明,深圳市,委教育工委,书记,委教育工委
49.0,陈秋明,深圳市,教育局,局长;党组书记,教育
49.0,陈秋明,深圳市,市教育局,员工,教育
49.0,陈秋明,深圳市,市教育局,党组书记,教育
49.0,陈秋明,深圳市,职业技术学院,党委书记,职业技术学院
49.0,陈秋明,深圳市,职业技术学院,党委副书记;纪委书记,职业技术学院
49.0,陈秋明,深圳市,职业技术学院,副院长;党委委员;纪委书记,职业技术学院
56.0,陈郑兴,深圳市,深圳市司法局,巡视员,司法
56.0,陈郑兴,深圳市,机关工会,Blank,机关工会
56.0,陈郑兴,深圳市,深圳公证处,Blank,公证
56.0,陈郑兴,深圳市,前海公证处,Blank,前海公证
56.0,陈郑兴,深圳市,联系坪山区司法局,Blank,联系司法
56.0,陈郑兴,深圳市,大鹏新区综合办,Blank,大鹏新综合办
57.0,陈郑兴,深圳市,深圳市财政局,党组书记;局长,财政
56.0,陈郑兴,深圳市,深圳市司法局,巡视员,司法
56.0,陈郑兴,广东省,公安边防部队总医院,政委（正师职）,公安边防部队总医院
57.0,陈郑兴,深圳市,深圳市财政委员会,党组书记;主任,财政
56.0,陈郑兴,广东省,公安边防总队政治部,主任,公安边防总队政治部
57.0,陈郑兴,深圳市,深圳市财政委员会,成员;党组副主任,财政
57.0,陈郑兴,深圳市,深圳市财政局,成员,财政
57.0,陈郑兴,深圳市,Blank,党组副局长,Blank
51.0,顾楠洲,深圳市,深圳市交通运输局（市港务管理局）,党组成员;巡视员,交通运输（港务管理）
51.0,顾楠洲,深圳市,深圳市交通运输委员会（市港务管理局）,党组成员,交通运输（港务管理）
51.0,顾楠洲,北京市,深圳市交通运输委员会（市港务管理局）,党组成员,交通运输（港务管理）
51.0,顾楠洲,北京市,市交通运输行政执法支队,支队长,交通运输行政执法支队
51.0,顾楠洲,深圳市,中共南山区委政法委办公室,办公室主任,中共委政法委
51.0,顾楠洲,深圳市,中共深圳市委办公厅,副处级秘书;正处级秘书,中共委办公厅
51.0,顾楠洲,深圳市,市交通局法制处,处长,交通法制
51.0,顾楠洲,深圳市,市交通运输委员会综合法规处,处长,交通运输综合法规
51.0,顾楠洲,深圳市,市交通运输委员会秘书处,处长,交通运输秘书
46.0,高东春,深圳市,深圳市人力资源和社会保障局,党组成员;副局长,人力资源和社会保障
46.0,高东春,深圳市,职业能力建设处,Blank,职业能力建设
46.0,高东春,深圳市,市职业技能鉴定指导办公室,Blank,职业技能鉴定指导
46.0,高东春,深圳市,深圳技师学院,Blank,技师学院
46.0,高东春,深圳市,深圳第二高级技工学校,Blank,第二高级技工学校
46.0,高东春,深圳市,市高技能人才公共实训管理服务中心,Blank,高技能人才公共实训管理服务中心
46.0,高东春,深圳市,市考试院,Blank,考试院
46.0,高东春,深圳市,深圳市司法局政治部,副主任（正处级）,司法政治部
46.0,高东春,深圳市,深圳监狱,监狱长（正处级）,监狱
46.0,高东春,深圳市,深圳市第一劳动教养管理所政治处,主任（副处级),第一劳动教养管理所政治
55.0,高尔剑,深圳市,深圳市住房和建设局,党组成员;副局长,住房和建设
55.0,高尔剑,深圳市,房屋租赁管理处,Blank,房屋租赁管理
55.0,高尔剑,深圳市,房屋安全管理处,Blank,房屋安全管理
55.0,高尔剑,深圳市,勘察设计与建设科技处,Blank,勘察设计与建设科技
55.0,高尔剑,深圳市,市建设科技促进中心,Blank,建设科技促进中心
55.0,高尔剑,深圳市,长圳项目领导小组办公室,Blank,长圳项目领导小组
55.0,高尔剑,深圳市,深圳市建设局科技教育处,处长,建设科技教育
55.0,高尔剑,深圳市,建筑节能与墙材改革管理处,处长,建筑节能与墙材改革管理
55.0,高尔剑,深圳市,深圳市住房和建设局住房保障处,处长,住房和建设住房保障
55.0,高尔剑,深圳市,政策法规处,处长,政策法规
55.0,高尔剑,深圳市,勘察设计与建筑业发展处处,处长,勘察设计与建筑业发展
56.0,高泉,深圳市,机关党委（人事处）,Blank,机关党委（人事）
56.0,高泉,深圳市,建设工程消防设计审查处,Blank,建设工程消防设计审查
56.0,高泉,深圳市,建设工程消防验收处,Blank,建设工程消防验收
56.0,高泉,深圳市,市建设工程质量检测中心,Blank,建设工程质量检测中心
56.0,高泉,深圳市,深圳市建设工程质量检测中心,主任,建设工程质量检测中心
56.0,高泉,深圳市,深圳市建设工程质量监督总站,站长,建设工程质量监督总站
56.0,高泉,深圳市,深圳市住房和建设局勘察设计与建筑业管理处,处长,住房和建设勘察设计与建筑业管理
56.0,高泉,深圳市,深圳市第八批援疆工作队,副领队,第八批援疆工作队
56.0,高泉,深圳市,深圳市对口支援新疆工作前方指挥部,专职副总指挥;党委委员,对口支援新疆工作前方指挥部
56.0,高泉,深圳市,喀什经济开发区党工委,党工委委员;管委会副主任,喀什经济开发党工委
56.0,高瞻,深圳市,深圳市工业和信息化局,副局长,工业和信息化
56.0,高瞻,深圳市,产业规划处,Blank,产业规划
56.0,高瞻,深圳市,预算监督处,Blank,预算监督
56.0,高瞻,深圳市,工业投资和创新处,Blank,工业投资和创新
56.0,高瞻,深圳市,工展馆,Blank,工展馆
56.0,高瞻,深圳市,深圳市生产力促进中心,副主任,生产力促进中心
56.0,高瞻,深圳市,深圳市工业展览馆,副馆长,工业展览馆
56.0,高瞻,深圳市,深圳市公平贸易促进署,署长,公平贸易促进署
56.0,黄臻,深圳市,深圳市科技创新委员会,副主任;党组成员,科技创新
56.0,黄臻,深圳市,深圳市宝安区发展和改革局,局长,发展和改革
56.0,黄臻,深圳市,中共深圳市宝安区委员会办公室（区政府办公室）,副主任,中共（政府）
56.0,黄臻,深圳市,深圳市宝安区贸易工业局（旅游局）,副局长,贸易工业（旅游）
56.0,黄臻,深圳市,深圳市宝安区新安街道经济科技科,科长,新安街道经济科技科
56.0,黄臻,深圳市,深圳市宝安区新安街道经济发展办,主任科员,新安街道经济发展办
56.0,黄臻,深圳市,深圳市宝安区新安街道经济发展办,副主任,新安街道经济发展办
56.0,黄臻,深圳市,深圳市宝安区新安街道党政办,干部;副主任,新安街道党政办
56.0,黄臻,深圳市,深圳市宝安区西乡镇股份有限公司,副总经理、工程师,西乡镇股份有限公司
56.0,黄臻,广东省,广东省宝安县新安镇经济发展总公司,助理工程师,县新安镇经济发展总公司
56.0,黄臻,广东省,广东省宝安县化学工业公司,助理工程师,县化学工业公司
56.0,黄臻,广东省,广东省宝安县科技开发公司,业务员,县科技开发公司
56.0,黄臻,哈尔滨市,哈尔滨工业大学精密仪器系机械制造专业,硕士研究生,工业大学精密仪器系机械制造专业
56.0,黄臻,广西省,广西柳州航天部801厂,设计员;团支部书记,广西柳州航天部801厂
56.0,黄臻,哈尔滨市,哈尔滨工业大学,本科生,工业大学
